State,County,FIPS,MapDate,DSCI
CA,Alameda County,06001,20200317,200
CA,Alameda County,06001,20200324,200
CA,Alameda County,06001,20200331,200
CA,Alameda County,06001,20200407,200
CA,Alameda County,06001,20200414,200
CA,Alameda County,06001,20200421,245
CA,Alameda County,06001,20200428,245
CA,Alameda County,06001,20200505,245
CA,Alameda County,06001,20200512,245
CA,Alameda County,06001,20200519,245
CA,Alameda County,06001,20200526,245
CA,Alameda County,06001,20200602,245
CA,Alameda County,06001,20200609,245
CA,Alameda County,06001,20200616,245
CA,Alameda County,06001,20200623,245
CA,Alameda County,06001,20200630,245
CA,Alameda County,06001,20200707,245
CA,Alameda County,06001,20200714,245
CA,Alameda County,06001,20200721,245
CA,Alameda County,06001,20200728,245
CA,Alameda County,06001,20200804,245
CA,Alameda County,06001,20200811,245
CA,Alameda County,06001,20200818,245
CA,Alameda County,06001,20200825,245
CA,Alameda County,06001,20200901,243
CA,Alameda County,06001,20200908,290
CA,Alameda County,06001,20200915,290
CA,Alameda County,06001,20200922,290
CA,Alameda County,06001,20200929,295
CA,Alameda County,06001,20201006,295
CA,Alameda County,06001,20201013,295
CA,Alameda County,06001,20201020,295
CA,Alameda County,06001,20201027,295
CA,Alameda County,06001,20201103,295
CA,Alameda County,06001,20201110,295
CA,Alameda County,06001,20201117,295
CA,Alameda County,06001,20201124,300
CA,Alameda County,06001,20201201,300
CA,Alameda County,06001,20201208,300
CA,Alameda County,06001,20201215,300
CA,Alameda County,06001,20201222,300
CA,Alameda County,06001,20201229,300
CA,Alameda County,06001,20210105,300
CA,Alameda County,06001,20210112,300
CA,Alameda County,06001,20210119,300
CA,Alameda County,06001,20210126,300
CA,Alameda County,06001,20210202,221
CA,Alameda County,06001,20210209,221
CA,Alameda County,06001,20210216,221
CA,Alameda County,06001,20210223,221
CA,Alameda County,06001,20210302,221
CA,Alameda County,06001,20210309,221
CA,Alameda County,06001,20210316,221
CA,Alameda County,06001,20210323,222
CA,Alameda County,06001,20210330,222
CA,Alameda County,06001,20210406,222
CA,Alameda County,06001,20210413,223
CA,Alameda County,06001,20210420,311
CA,Alameda County,06001,20210427,391
CA,Alameda County,06001,20210504,400
CA,Alameda County,06001,20210511,400
CA,Alameda County,06001,20210518,440
CA,Alameda County,06001,20210525,464
CA,Alameda County,06001,20210601,464
CA,Alameda County,06001,20210608,464
CA,Alameda County,06001,20210615,464
CA,Alameda County,06001,20210622,464
CA,Alameda County,06001,20210629,464
CA,Alameda County,06001,20210706,464
CA,Alameda County,06001,20210713,464
CA,Alameda County,06001,20210720,464
CA,Alameda County,06001,20210727,499
CA,Alameda County,06001,20210803,499
CA,Alameda County,06001,20210810,499
CA,Alameda County,06001,20210817,499
CA,Alameda County,06001,20210824,499
CA,Alameda County,06001,20210831,499
CA,Alameda County,06001,20210907,499
CA,Alameda County,06001,20210914,499
CA,Alameda County,06001,20210921,499
CA,Alameda County,06001,20210928,499
CA,Alameda County,06001,20211005,499
CA,Alameda County,06001,20211012,499
CA,Alameda County,06001,20211019,499
CA,Alameda County,06001,20211026,499
CA,Alameda County,06001,20211102,499
CA,Alameda County,06001,20211109,499
CA,Alameda County,06001,20211116,499
CA,Alameda County,06001,20211123,485
CA,Alameda County,06001,20211130,485
CA,Alameda County,06001,20211207,485
CA,Alameda County,06001,20211214,485
CA,Alameda County,06001,20211221,485
CA,Alameda County,06001,20211228,384
CA,Alameda County,06001,20220104,384
CA,Alameda County,06001,20220111,300
CA,Alameda County,06001,20220118,300
CA,Alameda County,06001,20220125,300
CA,Alameda County,06001,20220201,300
CA,Alameda County,06001,20220208,300
CA,Alameda County,06001,20220215,300
CA,Alameda County,06001,20220222,300
CA,Alameda County,06001,20220301,300
CA,Alameda County,06001,20220308,300
CA,Alameda County,06001,20220315,300
CA,Alameda County,06001,20220322,300
CA,Alameda County,06001,20220329,300
CA,Alameda County,06001,20220405,300
CA,Alameda County,06001,20220412,300
CA,Alameda County,06001,20220419,300
CA,Alameda County,06001,20220426,300
CA,Alameda County,06001,20220503,300
CA,Alameda County,06001,20220510,300
CA,Alameda County,06001,20220517,300
CA,Alameda County,06001,20220524,300
CA,Alameda County,06001,20220531,300
CA,Alameda County,06001,20220607,300
CA,Alameda County,06001,20220614,300
CA,Alameda County,06001,20220621,300
CA,Alameda County,06001,20220628,300
CA,Alameda County,06001,20220705,300
CA,Alameda County,06001,20220712,300
CA,Alameda County,06001,20220719,300
CA,Alameda County,06001,20220726,300
CA,Alameda County,06001,20220802,300
CA,Alameda County,06001,20220809,300
CA,Alameda County,06001,20220816,300
CA,Alameda County,06001,20220823,300
CA,Alameda County,06001,20220830,300
CA,Alameda County,06001,20220906,300
CA,Alameda County,06001,20220913,325
CA,Alameda County,06001,20220920,325
CA,Alameda County,06001,20220927,325
CA,Alameda County,06001,20221004,325
CA,Alameda County,06001,20221011,325
CA,Alameda County,06001,20221018,325
CA,Alameda County,06001,20221025,325
CA,Alameda County,06001,20221101,325
CA,Alameda County,06001,20221108,325
CA,Alameda County,06001,20221115,325
CA,Alameda County,06001,20221122,325
CA,Alameda County,06001,20221129,325
CA,Alameda County,06001,20221206,325
CA,Alameda County,06001,20221213,325
CA,Alameda County,06001,20221220,325
CA,Alameda County,06001,20221227,325
CA,Alameda County,06001,20230103,295
CA,Alameda County,06001,20230110,204
CA,Alameda County,06001,20230117,200
CA,Alameda County,06001,20230124,200
CA,Alameda County,06001,20230131,200
CA,Alameda County,06001,20230207,200
CA,Alameda County,06001,20230214,200
CA,Alameda County,06001,20230221,200
CA,Alameda County,06001,20230228,100
CA,Alameda County,06001,20230307,100
CA,Alameda County,06001,20230314,0
CA,Alameda County,06001,20230321,0
CA,Alameda County,06001,20230328,0
CA,Alameda County,06001,20230404,0
CA,Alameda County,06001,20230411,0
CA,Alameda County,06001,20230418,0
CA,Alameda County,06001,20230425,0
CA,Alameda County,06001,20230502,0
CA,Alameda County,06001,20230509,0
CA,Alameda County,06001,20230516,0
CA,Alameda County,06001,20230523,0
CA,Alameda County,06001,20230530,0
CA,Alameda County,06001,20230606,0
CA,Alameda County,06001,20230613,0
CA,Alameda County,06001,20230620,0
CA,Alameda County,06001,20230627,0
CA,Alameda County,06001,20230704,0
CA,Alameda County,06001,20230711,0
CA,Alameda County,06001,20230718,0
CA,Alameda County,06001,20230725,0
CA,Alameda County,06001,20230801,0
CA,Alameda County,06001,20230808,0
CA,Alameda County,06001,20230815,0
CA,Alameda County,06001,20230822,0
CA,Alameda County,06001,20230829,0
CA,Alameda County,06001,20230905,0
CA,Alameda County,06001,20230912,0
CA,Alameda County,06001,20230919,0
CA,Alameda County,06001,20230926,0
CA,Alameda County,06001,20231003,0
CA,Alameda County,06001,20231010,0
CA,Alameda County,06001,20231017,0
CA,Alameda County,06001,20231024,0
CA,Alameda County,06001,20231031,0
CA,Alameda County,06001,20231107,0
CA,Alameda County,06001,20231114,0
CA,Alameda County,06001,20231121,0
CA,Alameda County,06001,20231128,0
CA,Alameda County,06001,20231205,0
CA,Alameda County,06001,20231212,0
CA,Alameda County,06001,20231219,0
CA,Alameda County,06001,20231226,0
CA,Alameda County,06001,20240102,0
CA,Alameda County,06001,20240109,0
CA,Alameda County,06001,20240116,0
CA,Alameda County,06001,20240123,0
CA,Alameda County,06001,20240130,0
CA,Alameda County,06001,20240206,0
CA,Alameda County,06001,20240213,0
CA,Alameda County,06001,20240220,0
CA,Alameda County,06001,20240227,0
CA,Alameda County,06001,20240305,0
CA,Alameda County,06001,20240312,0
CA,Alameda County,06001,20240319,0
CA,Alameda County,06001,20240326,0
CA,Alameda County,06001,20240402,0
CA,Alameda County,06001,20240409,0
CA,Alameda County,06001,20240416,0
CA,Alameda County,06001,20240423,0
CA,Alameda County,06001,20240430,0
CA,Alameda County,06001,20240507,0
CA,Alameda County,06001,20240514,0
CA,Alameda County,06001,20240521,0
CA,Alameda County,06001,20240528,0
CA,Alameda County,06001,20240604,0
CA,Alameda County,06001,20240611,0
CA,Alameda County,06001,20240618,0
CA,Alameda County,06001,20240625,0
CA,Alameda County,06001,20240702,0
CA,Alameda County,06001,20240709,0
CA,Alameda County,06001,20240716,0
CA,Alameda County,06001,20240723,0
CA,Alameda County,06001,20240730,0
CA,Alameda County,06001,20240806,0
CA,Alameda County,06001,20240813,0
CA,Alameda County,06001,20240820,0
CA,Alameda County,06001,20240827,0
CA,Alameda County,06001,20240903,0
CA,Alameda County,06001,20240910,100
CA,Alameda County,06001,20240917,100
CA,Alameda County,06001,20240924,100
CA,Alameda County,06001,20241001,100
CA,Alameda County,06001,20241008,100
CA,Alameda County,06001,20241015,100
CA,Alameda County,06001,20241022,100
CA,Alameda County,06001,20241029,100
CA,Alameda County,06001,20241105,100
CA,Alameda County,06001,20241112,100
CA,Alameda County,06001,20241119,100
CA,Alameda County,06001,20241126,59
CA,Alameda County,06001,20241203,59
CA,Alameda County,06001,20241210,59
CA,Alameda County,06001,20241217,59
CA,Alameda County,06001,20241224,59
CA,Alameda County,06001,20241231,59
CA,Alameda County,06001,20250107,59
CA,Alameda County,06001,20250114,59
CA,Alameda County,06001,20250121,59
CA,Alameda County,06001,20250128,59
CA,Alameda County,06001,20250204,59
CA,Alameda County,06001,20250211,59
CA,Alameda County,06001,20250218,59
CA,Alpine County,06003,20190101,1
CA,Alpine County,06003,20190108,1
CA,Alpine County,06003,20190115,1
CA,Alpine County,06003,20190122,1
CA,Alpine County,06003,20190129,0
CA,Alpine County,06003,20190205,0
CA,Alpine County,06003,20190212,0
CA,Alpine County,06003,20190219,0
CA,Alpine County,06003,20190226,0
CA,Alpine County,06003,20190305,0
CA,Alpine County,06003,20190312,0
CA,Alpine County,06003,20190319,0
CA,Alpine County,06003,20190326,0
CA,Alpine County,06003,20190402,0
CA,Alpine County,06003,20190409,0
CA,Alpine County,06003,20190416,0
CA,Alpine County,06003,20190423,0
CA,Alpine County,06003,20190430,0
CA,Alpine County,06003,20190507,0
CA,Alpine County,06003,20190514,0
CA,Alpine County,06003,20190521,0
CA,Alpine County,06003,20190528,0
CA,Alpine County,06003,20190604,0
CA,Alpine County,06003,20190611,0
CA,Alpine County,06003,20190618,0
CA,Alpine County,06003,20190625,0
CA,Alpine County,06003,20190702,0
CA,Alpine County,06003,20190709,0
CA,Alpine County,06003,20190716,0
CA,Alpine County,06003,20190723,0
CA,Alpine County,06003,20190730,0
CA,Alpine County,06003,20190806,0
CA,Alpine County,06003,20190813,0
CA,Alpine County,06003,20190820,0
CA,Alpine County,06003,20190827,0
CA,Alpine County,06003,20190903,0
CA,Alpine County,06003,20190910,0
CA,Alpine County,06003,20190917,0
CA,Alpine County,06003,20190924,0
CA,Alpine County,06003,20191001,0
CA,Alpine County,06003,20191008,0
CA,Alpine County,06003,20191015,9
CA,Alpine County,06003,20191022,100
CA,Alpine County,06003,20191029,100
CA,Alpine County,06003,20191105,100
CA,Alpine County,06003,20191112,100
CA,Alpine County,06003,20191119,100
CA,Alpine County,06003,20191126,100
CA,Alpine County,06003,20191203,100
CA,Alpine County,06003,20191210,0
CA,Alpine County,06003,20191217,0
CA,Alpine County,06003,20191224,0
CA,Alpine County,06003,20191231,0
CA,Alpine County,06003,20200107,0
CA,Alpine County,06003,20200114,0
CA,Alpine County,06003,20200121,0
CA,Alpine County,06003,20200128,100
CA,Alpine County,06003,20200204,100
CA,Alpine County,06003,20200211,100
CA,Alpine County,06003,20200218,100
CA,Alpine County,06003,20200225,200
CA,Alpine County,06003,20200303,200
CA,Alpine County,06003,20200310,200
CA,Alpine County,06003,20200317,200
CA,Alpine County,06003,20200324,134
CA,Alpine County,06003,20200331,155
CA,Alpine County,06003,20200407,155
CA,Alpine County,06003,20200414,155
CA,Alpine County,06003,20200421,155
CA,Alpine County,06003,20200428,155
CA,Alpine County,06003,20200505,155
CA,Alpine County,06003,20200512,200
CA,Alpine County,06003,20200519,200
CA,Alpine County,06003,20200526,200
CA,Alpine County,06003,20200602,200
CA,Alpine County,06003,20200609,200
CA,Alpine County,06003,20200616,200
CA,Alpine County,06003,20200623,200
CA,Alpine County,06003,20200630,200
CA,Alpine County,06003,20200707,200
CA,Alpine County,06003,20200714,200
CA,Alpine County,06003,20200721,200
CA,Alpine County,06003,20200728,200
CA,Alpine County,06003,20200804,200
CA,Alpine County,06003,20200811,200
CA,Alpine County,06003,20200818,200
CA,Alpine County,06003,20200825,200
CA,Alpine County,06003,20200901,200
CA,Alpine County,06003,20200908,200
CA,Alpine County,06003,20200915,200
CA,Alpine County,06003,20200922,200
CA,Alpine County,06003,20200929,200
CA,Alpine County,06003,20201006,200
CA,Alpine County,06003,20201013,200
CA,Alpine County,06003,20201020,200
CA,Alpine County,06003,20201027,200
CA,Alpine County,06003,20201103,200
CA,Alpine County,06003,20201110,200
CA,Alpine County,06003,20201117,200
CA,Alpine County,06003,20201124,200
CA,Alpine County,06003,20201201,200
CA,Alpine County,06003,20201208,300
CA,Alpine County,06003,20201215,300
CA,Alpine County,06003,20201222,300
CA,Alpine County,06003,20201229,300
CA,Alpine County,06003,20210105,300
CA,Alpine County,06003,20210112,300
CA,Alpine County,06003,20210119,300
CA,Alpine County,06003,20210126,300
CA,Alpine County,06003,20210202,202
CA,Alpine County,06003,20210209,202
CA,Alpine County,06003,20210216,202
CA,Alpine County,06003,20210223,202
CA,Alpine County,06003,20210302,202
CA,Alpine County,06003,20210309,280
CA,Alpine County,06003,20210316,280
CA,Alpine County,06003,20210323,281
CA,Alpine County,06003,20210330,281
CA,Alpine County,06003,20210406,281
CA,Alpine County,06003,20210413,300
CA,Alpine County,06003,20210420,300
CA,Alpine County,06003,20210427,300
CA,Alpine County,06003,20210504,334
CA,Alpine County,06003,20210511,334
CA,Alpine County,06003,20210518,334
CA,Alpine County,06003,20210525,400
CA,Alpine County,06003,20210601,400
CA,Alpine County,06003,20210608,400
CA,Alpine County,06003,20210615,400
CA,Alpine County,06003,20210622,400
CA,Alpine County,06003,20210629,400
CA,Alpine County,06003,20210706,400
CA,Alpine County,06003,20210713,400
CA,Alpine County,06003,20210720,400
CA,Alpine County,06003,20210727,400
CA,Alpine County,06003,20210803,400
CA,Alpine County,06003,20210810,400
CA,Alpine County,06003,20210817,400
CA,Alpine County,06003,20210824,400
CA,Alpine County,06003,20210831,400
CA,Alpine County,06003,20210907,400
CA,Alpine County,06003,20210914,400
CA,Alpine County,06003,20210921,400
CA,Alpine County,06003,20210928,400
CA,Alpine County,06003,20211005,400
CA,Alpine County,06003,20211012,400
CA,Alpine County,06003,20211019,400
CA,Alpine County,06003,20211026,364
CA,Alpine County,06003,20211102,364
CA,Alpine County,06003,20211109,364
CA,Alpine County,06003,20211116,364
CA,Alpine County,06003,20211123,364
CA,Alpine County,06003,20211130,364
CA,Alpine County,06003,20211207,364
CA,Alpine County,06003,20211214,364
CA,Alpine County,06003,20211221,342
CA,Alpine County,06003,20211228,300
CA,Alpine County,06003,20220104,300
CA,Alpine County,06003,20220111,246
CA,Alpine County,06003,20220118,246
CA,Alpine County,06003,20220125,246
CA,Alpine County,06003,20220201,246
CA,Alpine County,06003,20220208,245
CA,Alpine County,06003,20220215,246
CA,Alpine County,06003,20220222,246
CA,Alpine County,06003,20220301,300
CA,Alpine County,06003,20220308,300
CA,Alpine County,06003,20220315,300
CA,Alpine County,06003,20220322,300
CA,Alpine County,06003,20220329,300
CA,Alpine County,06003,20220405,300
CA,Alpine County,06003,20220412,300
CA,Alpine County,06003,20220419,300
CA,Alpine County,06003,20220426,300
CA,Alpine County,06003,20220503,300
CA,Alpine County,06003,20220510,300
CA,Alpine County,06003,20220517,300
CA,Alpine County,06003,20220524,300
CA,Alpine County,06003,20220531,300
CA,Alpine County,06003,20220607,300
CA,Alpine County,06003,20220614,300
CA,Alpine County,06003,20220621,300
CA,Alpine County,06003,20220628,300
CA,Alpine County,06003,20220705,300
CA,Alpine County,06003,20220712,300
CA,Alpine County,06003,20220719,300
CA,Alpine County,06003,20220726,300
CA,Alpine County,06003,20220802,300
CA,Alpine County,06003,20220809,300
CA,Alpine County,06003,20220816,300
CA,Alpine County,06003,20220823,300
CA,Alpine County,06003,20220830,300
CA,Alpine County,06003,20220906,300
CA,Alpine County,06003,20220913,300
CA,Alpine County,06003,20220920,300
CA,Alpine County,06003,20220927,300
CA,Alpine County,06003,20221004,300
CA,Alpine County,06003,20221011,300
CA,Alpine County,06003,20221018,300
CA,Alpine County,06003,20221025,300
CA,Alpine County,06003,20221101,300
CA,Alpine County,06003,20221108,300
CA,Alpine County,06003,20221115,300
CA,Alpine County,06003,20221122,300
CA,Alpine County,06003,20221129,300
CA,Alpine County,06003,20221206,300
CA,Alpine County,06003,20221213,300
CA,Alpine County,06003,20221220,300
CA,Alpine County,06003,20221227,300
CA,Alpine County,06003,20230103,200
CA,Alpine County,06003,20230110,200
CA,Alpine County,06003,20230117,200
CA,Alpine County,06003,20230124,200
CA,Alpine County,06003,20230131,200
CA,Alpine County,06003,20230207,120
CA,Alpine County,06003,20230214,120
CA,Alpine County,06003,20230221,120
CA,Alpine County,06003,20230228,35
CA,Alpine County,06003,20230307,35
CA,Alpine County,06003,20230314,0
CA,Alpine County,06003,20230321,0
CA,Alpine County,06003,20230328,0
CA,Alpine County,06003,20230404,0
CA,Alpine County,06003,20230411,0
CA,Alpine County,06003,20230418,0
CA,Alpine County,06003,20230425,0
CA,Alpine County,06003,20230502,0
CA,Alpine County,06003,20230509,0
CA,Alpine County,06003,20230516,0
CA,Alpine County,06003,20230523,0
CA,Alpine County,06003,20230530,0
CA,Alpine County,06003,20230606,0
CA,Alpine County,06003,20230613,0
CA,Alpine County,06003,20230620,0
CA,Alpine County,06003,20230627,0
CA,Alpine County,06003,20230704,0
CA,Alpine County,06003,20230711,0
CA,Alpine County,06003,20230718,0
CA,Alpine County,06003,20230725,0
CA,Alpine County,06003,20230801,0
CA,Alpine County,06003,20230808,0
CA,Alpine County,06003,20230815,0
CA,Alpine County,06003,20230822,0
CA,Alpine County,06003,20230829,0
CA,Alpine County,06003,20230905,0
CA,Alpine County,06003,20230912,0
CA,Alpine County,06003,20230919,0
CA,Alpine County,06003,20230926,0
CA,Alpine County,06003,20231003,0
CA,Alpine County,06003,20231010,0
CA,Alpine County,06003,20231017,0
CA,Alpine County,06003,20231024,0
CA,Alpine County,06003,20231031,0
CA,Alpine County,06003,20231107,0
CA,Alpine County,06003,20231114,0
CA,Alpine County,06003,20231121,0
CA,Alpine County,06003,20231128,0
CA,Alpine County,06003,20231205,0
CA,Alpine County,06003,20231212,0
CA,Alpine County,06003,20231219,0
CA,Alpine County,06003,20231226,0
CA,Alpine County,06003,20240102,0
CA,Alpine County,06003,20240109,0
CA,Alpine County,06003,20240116,0
CA,Alpine County,06003,20240123,0
CA,Alpine County,06003,20240130,74
CA,Alpine County,06003,20240206,53
CA,Alpine County,06003,20240213,53
CA,Alpine County,06003,20240220,53
CA,Alpine County,06003,20240227,53
CA,Alpine County,06003,20240305,0
CA,Alpine County,06003,20240312,0
CA,Alpine County,06003,20240319,0
CA,Alpine County,06003,20240326,0
CA,Alpine County,06003,20240402,0
CA,Alpine County,06003,20240409,0
CA,Alpine County,06003,20240416,0
CA,Alpine County,06003,20240423,0
CA,Alpine County,06003,20240430,0
CA,Alpine County,06003,20240507,0
CA,Alpine County,06003,20240514,0
CA,Alpine County,06003,20240521,0
CA,Alpine County,06003,20240528,0
CA,Alpine County,06003,20240604,0
CA,Alpine County,06003,20240611,0
CA,Alpine County,06003,20240618,0
CA,Alpine County,06003,20240625,0
CA,Alpine County,06003,20240702,99
CA,Alpine County,06003,20240709,100
CA,Alpine County,06003,20240716,100
CA,Alpine County,06003,20240723,100
CA,Alpine County,06003,20240730,100
CA,Alpine County,06003,20240806,100
CA,Alpine County,06003,20240813,100
CA,Alpine County,06003,20240820,100
CA,Alpine County,06003,20240827,100
CA,Alpine County,06003,20240903,100
CA,Alpine County,06003,20240910,100
CA,Alpine County,06003,20240917,100
CA,Alpine County,06003,20240924,100
CA,Alpine County,06003,20241001,100
CA,Alpine County,06003,20241008,100
CA,Alpine County,06003,20241015,100
CA,Alpine County,06003,20241022,100
CA,Alpine County,06003,20241029,100
CA,Alpine County,06003,20241105,100
CA,Alpine County,06003,20241112,100
CA,Alpine County,06003,20241119,100
CA,Alpine County,06003,20241126,100
CA,Alpine County,06003,20241203,100
CA,Alpine County,06003,20241210,100
CA,Alpine County,06003,20241217,100
CA,Alpine County,06003,20241224,100
CA,Alpine County,06003,20241231,100
CA,Alpine County,06003,20250107,100
CA,Alpine County,06003,20250114,100
CA,Alpine County,06003,20250121,100
CA,Alpine County,06003,20250128,100
CA,Alpine County,06003,20250204,100
CA,Alpine County,06003,20250211,100
CA,Alpine County,06003,20250218,0
CA,Amador County,06005,20190101,66
CA,Amador County,06005,20190108,66
CA,Amador County,06005,20190115,66
CA,Amador County,06005,20190122,66
CA,Amador County,06005,20190129,0
CA,Amador County,06005,20190205,0
CA,Amador County,06005,20190212,0
CA,Amador County,06005,20190219,0
CA,Amador County,06005,20190226,0
CA,Amador County,06005,20190305,0
CA,Amador County,06005,20190312,0
CA,Amador County,06005,20190319,0
CA,Amador County,06005,20190326,0
CA,Amador County,06005,20190402,0
CA,Amador County,06005,20190409,0
CA,Amador County,06005,20190416,0
CA,Amador County,06005,20190423,0
CA,Amador County,06005,20190430,0
CA,Amador County,06005,20190507,0
CA,Amador County,06005,20190514,0
CA,Amador County,06005,20190521,0
CA,Amador County,06005,20190528,0
CA,Amador County,06005,20190604,0
CA,Amador County,06005,20190611,0
CA,Amador County,06005,20190618,0
CA,Amador County,06005,20190625,0
CA,Amador County,06005,20190702,0
CA,Amador County,06005,20190709,0
CA,Amador County,06005,20190716,0
CA,Amador County,06005,20190723,0
CA,Amador County,06005,20190730,0
CA,Amador County,06005,20190806,0
CA,Amador County,06005,20190813,0
CA,Amador County,06005,20190820,0
CA,Amador County,06005,20190827,0
CA,Amador County,06005,20190903,0
CA,Amador County,06005,20190910,0
CA,Amador County,06005,20190917,0
CA,Amador County,06005,20190924,0
CA,Amador County,06005,20191001,0
CA,Amador County,06005,20191008,0
CA,Amador County,06005,20191015,0
CA,Amador County,06005,20191022,13
CA,Amador County,06005,20191029,13
CA,Amador County,06005,20191105,13
CA,Amador County,06005,20191112,100
CA,Amador County,06005,20191119,100
CA,Amador County,06005,20191126,100
CA,Amador County,06005,20191203,100
CA,Amador County,06005,20191210,0
CA,Amador County,06005,20191217,0
CA,Amador County,06005,20191224,0
CA,Amador County,06005,20191231,0
CA,Amador County,06005,20200107,0
CA,Amador County,06005,20200114,0
CA,Amador County,06005,20200121,0
CA,Amador County,06005,20200128,100
CA,Amador County,06005,20200204,100
CA,Amador County,06005,20200211,100
CA,Amador County,06005,20200218,100
CA,Amador County,06005,20200225,128
CA,Amador County,06005,20200303,128
CA,Amador County,06005,20200310,128
CA,Amador County,06005,20200317,128
CA,Amador County,06005,20200324,112
CA,Amador County,06005,20200331,112
CA,Amador County,06005,20200407,112
CA,Amador County,06005,20200414,112
CA,Amador County,06005,20200421,112
CA,Amador County,06005,20200428,112
CA,Amador County,06005,20200505,112
CA,Amador County,06005,20200512,200
CA,Amador County,06005,20200519,200
CA,Amador County,06005,20200526,200
CA,Amador County,06005,20200602,200
CA,Amador County,06005,20200609,200
CA,Amador County,06005,20200616,200
CA,Amador County,06005,20200623,200
CA,Amador County,06005,20200630,200
CA,Amador County,06005,20200707,200
CA,Amador County,06005,20200714,200
CA,Amador County,06005,20200721,200
CA,Amador County,06005,20200728,200
CA,Amador County,06005,20200804,200
CA,Amador County,06005,20200811,200
CA,Amador County,06005,20200818,200
CA,Amador County,06005,20200825,200
CA,Amador County,06005,20200901,200
CA,Amador County,06005,20200908,200
CA,Amador County,06005,20200915,200
CA,Amador County,06005,20200922,200
CA,Amador County,06005,20200929,200
CA,Amador County,06005,20201006,200
CA,Amador County,06005,20201013,200
CA,Amador County,06005,20201020,200
CA,Amador County,06005,20201027,200
CA,Amador County,06005,20201103,200
CA,Amador County,06005,20201110,200
CA,Amador County,06005,20201117,200
CA,Amador County,06005,20201124,201
CA,Amador County,06005,20201201,201
CA,Amador County,06005,20201208,300
CA,Amador County,06005,20201215,300
CA,Amador County,06005,20201222,300
CA,Amador County,06005,20201229,300
CA,Amador County,06005,20210105,300
CA,Amador County,06005,20210112,300
CA,Amador County,06005,20210119,300
CA,Amador County,06005,20210126,300
CA,Amador County,06005,20210202,200
CA,Amador County,06005,20210209,200
CA,Amador County,06005,20210216,200
CA,Amador County,06005,20210223,200
CA,Amador County,06005,20210302,200
CA,Amador County,06005,20210309,200
CA,Amador County,06005,20210316,200
CA,Amador County,06005,20210323,200
CA,Amador County,06005,20210330,200
CA,Amador County,06005,20210406,200
CA,Amador County,06005,20210413,300
CA,Amador County,06005,20210420,300
CA,Amador County,06005,20210427,300
CA,Amador County,06005,20210504,400
CA,Amador County,06005,20210511,400
CA,Amador County,06005,20210518,400
CA,Amador County,06005,20210525,419
CA,Amador County,06005,20210601,419
CA,Amador County,06005,20210608,419
CA,Amador County,06005,20210615,419
CA,Amador County,06005,20210622,419
CA,Amador County,06005,20210629,419
CA,Amador County,06005,20210706,419
CA,Amador County,06005,20210713,419
CA,Amador County,06005,20210720,419
CA,Amador County,06005,20210727,485
CA,Amador County,06005,20210803,485
CA,Amador County,06005,20210810,485
CA,Amador County,06005,20210817,485
CA,Amador County,06005,20210824,485
CA,Amador County,06005,20210831,485
CA,Amador County,06005,20210907,485
